sys_idx,domain,coherence,fertility,region
408,branching,0.8346468202518381,0.41387612078790537,constrained_generative
414,branching,0.672296402252748,0.8515320163275426,constrained_generative
426,branching,0.7481327766976714,0.1784584290478988,constrained_generative
430,branching,0.6133476016935652,0.7152958240610363,constrained_generative
434,branching,0.7481327766976714,0.1784584290478988,constrained_generative
436,branching,0.6625054226430812,0.8885558665169244,constrained_generative
437,branching,0.6670426664591051,0.7841837557840692,constrained_generative
441,branching,0.744517559019199,0.12380491463273936,constrained_generative
454,branching,0.744517559019199,0.24106105850049808,constrained_generative
464,branching,0.7502211766694261,0.18620601974339374,constrained_generative
465,branching,0.744517559019199,0.21216163729112034,constrained_generative
478,branching,0.8349913913996817,0.1877310126812969,constrained_generative
479,branching,0.6136265606522405,0.7998217630796427,constrained_generative
481,branching,0.6516097325381616,0.9995632175263404,constrained_generative
485,branching,0.6037013566405393,0.7036647903543257,constrained_generative
486,branching,0.9304119989600257,0.25092915662404486,constrained_generative
488,branching,0.6667484796900031,0.7723110093924698,constrained_generative
489,branching,0.625727065583475,0.965971925273156,constrained_generative
493,branching,0.8916118478427719,0.39417742120732946,constrained_generative
5,coupled_map_lattice,0.6184323583024602,0.0966033712902562,constrained_generative
6,coupled_map_lattice,0.5746247759489689,0.31915296921415176,constrained_generative
19,coupled_map_lattice,0.6488036843496442,0.14435982972043865,constrained_generative
37,coupled_map_lattice,0.5740176051542815,0.32797381415094895,constrained_generative
40,coupled_map_lattice,0.576720687883337,0.3521298782933212,constrained_generative
47,coupled_map_lattice,0.5968621378604246,0.11557906863027016,constrained_generative
49,coupled_map_lattice,0.5737267409110348,0.3531066309061173,constrained_generative
56,coupled_map_lattice,0.5739358477086043,0.3191360553781338,constrained_generative
60,coupled_map_lattice,0.5738210787724679,0.3486387059746146,constrained_generative
64,coupled_map_lattice,0.6141877200122653,0.18691733430120552,constrained_generative
69,coupled_map_lattice,0.5745436019838233,0.09477985583094398,constrained_generative
86,coupled_map_lattice,0.6337191853755101,0.08959672634320363,constrained_generative
88,coupled_map_lattice,0.6534041313419799,0.10879157483399689,constrained_generative
93,coupled_map_lattice,0.6330267427379159,0.19223224174316547,constrained_generative
102,coupled_map_lattice,0.6526852977395905,0.10943835559595995,constrained_generative
103,coupled_map_lattice,0.5893085613912012,0.16735761398385443,constrained_generative
107,coupled_map_lattice,0.6413634136624503,0.09411347981538465,constrained_generative
126,coupled_map_lattice,0.5749624423525393,0.3186259800774885,constrained_generative
128,coupled_map_lattice,0.573970188140962,0.37295335534814783,constrained_generative
130,coupled_map_lattice,0.6356389164937885,0.10034668679065267,constrained_generative
131,coupled_map_lattice,0.6375516258232387,0.09691506509004362,constrained_generative
135,coupled_map_lattice,0.5777205330568322,0.35260294494987876,constrained_generative
137,coupled_map_lattice,0.6529243009630208,0.1639905996329857,constrained_generative
145,coupled_map_lattice,0.6462196098070093,0.10052285289659046,constrained_generative
150,coupled_map_lattice,0.574603492551803,0.36267465004012917,constrained_generative
151,coupled_map_lattice,0.578052039636174,0.436481870111458,constrained_generative
152,coupled_map_lattice,0.6408223015109311,0.14792932051291577,constrained_generative
153,coupled_map_lattice,0.6577796474061457,0.08592909577160494,constrained_generative
155,coupled_map_lattice,0.6253197337706151,0.10686107548761471,constrained_generative
158,coupled_map_lattice,0.5765578939694933,0.3584046891588239,constrained_generative
159,coupled_map_lattice,0.577473188817445,0.27308567444254167,constrained_generative
172,coupled_map_lattice,0.6418550662706383,0.08723743067201353,constrained_generative
179,coupled_map_lattice,0.5734793013837051,0.2553743025332905,constrained_generative
180,coupled_map_lattice,0.654372943631906,0.19486954536467524,constrained_generative
181,coupled_map_lattice,0.5732509509610634,0.27874108735680836,constrained_generative
185,coupled_map_lattice,0.5777715106198257,0.2389923040207152,constrained_generative
186,coupled_map_lattice,0.5790924929070358,0.32579451157506273,constrained_generative
191,coupled_map_lattice,0.587118841367433,0.0989486392479866,constrained_generative
193,coupled_map_lattice,0.5906848191748483,0.11157474522190335,constrained_generative
200,coupled_map_lattice,0.6499963043998792,0.09611351121080203,constrained_generative
206,coupled_map_lattice,0.5777989466026302,0.2948755048398683,constrained_generative
212,coupled_map_lattice,0.6460449151836936,0.13782021818554063,constrained_generative
213,coupled_map_lattice,0.5740155112743914,0.3066295438008509,constrained_generative
219,coupled_map_lattice,0.6397389004153424,0.08723876684527701,constrained_generative
224,coupled_map_lattice,0.5762598327342182,0.10297003724607229,constrained_generative
226,coupled_map_lattice,0.6095558106329385,0.29618964132809883,constrained_generative
