K,dwell_time,c_var_during,c_var_pre,c_var_post,trans_stabilization,trans_locking,r_pre,r_during,r_post,in_transition,mean_c
0.04272115831858059,0.7,0.03127345361545549,0.0458464129281806,0.021200257998043592,1,0,0.6009886244709661,0.4628328204739824,0.6169318804394786,1,0.35641661670655556
0.5657590548640854,0.265,0.02398065036374176,0.059022781181018204,0.07469467331091789,1,0,0.8075634041452265,0.7697862244621276,0.5066816601908567,0,0.3643006673527764
0.9974655527383939,0.635,0.026972636636173154,0.02390576309599649,0.026968979111803,0,0,0.6573539736880498,0.6664075900240437,0.8616071447735082,1,0.6042316623766046
0.09976587486259403,0.555,0.03220739641685055,0.026773101416480993,0.019700147292986782,0,0,0.6533916644820821,0.5881762719326055,0.5108433365145898,1,0.3782978451678211
0.8713842598798858,0.12,0.027115118268560164,0.11124011000807742,0.05956006008586444,1,0,0.7914104265877088,0.8051899094633118,0.735590220125126,0,0.6398249927781854
0.6922751275331606,0.46,0.08788282809356186,0.036067390305879965,0.04588096005081581,0,0,0.5392302491207679,0.5272140732364367,0.490714749873787,1,0.31082207162355624
0.279816214181418,0.36,0.04940013736164355,0.08035705836754607,0.040587660749416034,1,0,0.31479563411694705,0.5794042183208604,0.37139477388816505,1,0.21847322991722895
0.9000238477059741,0.0,0.03061393674554251,0.019888546378396633,0.0031095392236486583,0,0,0.7673101569456191,0.8325865763199229,0.7481111332304544,0,0.5785133315980454
0.39404964990861013,0.44,0.1094764018517302,0.05670799766376683,0.06573163458733439,0,0,0.4844343024048791,0.7183453304889198,0.5547639466684441,0,0.35098737887885373
0.5852313690226204,0.43,0.012277954326059435,0.02039551122656401,0.010997913438281845,1,0,0.7312767018590703,0.6861694583708854,0.6929852556531794,1,0.502583502508482
0.8573828036985646,0.0,0.019529196693806577,0.16228766042678242,0.009149374256962179,1,0,0.8789053709446438,0.8856925783412212,0.8469027059698488,0,0.7395424833938913
0.7484216761998856,0.0,0.017750658319563427,0.11728654431507876,0.010502054278385797,1,0,0.9114986471423969,0.9278423539877656,0.9157062263476988,0,0.8509629947257463
0.5386539243476323,0.33,0.08726720203024713,0.0401613676685506,0.1014493414240271,1,0,0.6404704446865949,0.4826938717701208,0.7098045879143082,1,0.4558804438551833
